sr_No,Ticker,Company,sector,industry,country,market_Cap,P_E_Ratio,Price,Change,Volume,P_S_Ratio,P_B_Ratio,P_C_Ratio,Dividend,ROA,ROE,ROI,Debt_Eq,Outstanding,Float,Insider_Own,Insider_Trans,Inst_Own,Inst_Trans,Float_Short,Short_Ratio,Perf_Week,Perf_Month,Perf_Quart,Perf_Half,Perf_Year,Perf_YTD,Volatility_Week,Volatility_Month,Recom,Beta,ATR,SMA20,SMA50,SMA200,52W_High,52W_Low,RSI,Price
378,PPL,PPL Corporation,Utilities,Electric Utilities,USA,25.16B,15.35,36.74,-0.0043,2723353,3.4,2.4,53.87,0.043,4.20%,16.10%,8.20%,1.96,684.77M,684.77M,0.0028,-0.0279,0.729,0.0058,0.0126,2.94,-0.0268,-0.015,-0.0538,-0.0504,0.0774,0.079,0.0142,0.0128,2.5,0.53,0.5,-0.0235,-0.0419,-0.0307,-0.0861,0.1319,33.18,36.74
379,PRGO,Perrigo Company plc,Healthcare,Drug Related Products,Ireland,11.80B,-,82.36,0.0134,1060866,2.35,1.94,-,0.0078,-21.20%,-46.10%,-9.90%,0.6,143.28M,141.89M,0.001,-0.0476,0.856,-0.0024,0.0684,6.1,-0.0095,-0.0558,0.22,0.1271,0.0301,-0.0105,0.0302,0.0214,2.7,0.7,1.94,-0.0403,-0.024,0.0824,-0.1043,0.2933,41.56,82.36
380,PRU,Prudential Financial Inc.,Financial,Life Insurance,USA,48.08B,12.55,111.84,-0.0097,1984937,0.84,0.99,2.9,0.0268,0.50%,7.90%,6.50%,0.45,429.87M,426.10M,0.001,-0.5078,0.7,0.0073,0.0098,2.29,-0.0016,0.0236,0.0013,0.0331,0.2904,0.0748,0.0153,0.0119,2.5,1.56,1.43,0.0129,0.0514,0.0407,-0.0297,0.3256,64.29,111.84
381,PSA,Public Storage,Financial,REIT - Industrial,USA,35.89B,30.55,208.97,0.0031,759618,13.56,7.33,100.16,0.0383,12.10%,24.40%,25.30%,0.18,171.74M,149.13M,0.095,-0.0075,0.817,0.0026,0.0639,11.76,0.01,-0.022,0.0392,0.0025,0.0256,-0.065,0.0126,0.0155,3.1,0.46,3.37,-0.0156,-0.0125,-0.0223,-0.1001,0.0875,44.16,208.97
382,PSX,Phillips 66,Basic Materials,Oil & Gas Refining & Marketing,USA,48.45B,27.98,93.58,0.0013,1861474,0.53,2.17,22.42,0.0299,3.40%,7.80%,2.60%,0.45,517.79M,510.84M,0.0013,-0.0017,0.715,0.0009,0.0149,3.79,0.0173,0.0027,0.1,0.175,0.1834,0.083,0.0159,0.0134,2.6,1.2,1.3,0.0167,0.0469,0.1362,-0.0149,0.2455,65.91,93.58
383,PVH,PVH Corp.,Consumer Goods,Textile - Apparel Clothing,USA,9.98B,24.24,126.88,-0.0053,721297,1.19,1.94,17.84,0.0012,3.70%,8.50%,8.30%,0.63,78.64M,77.12M,0.004,-0.242,0.988,-0.0009,0.0136,1.27,-0.0013,-0.0035,0.0225,0.2392,0.2334,0.406,0.0174,0.0163,1.9,0.58,2.12,0.0003,-0.0004,0.1598,-0.0477,0.501,47.92,126.88
384,PWR,Quanta Services Inc.,Industrial Goods,General Contractors,USA,5.51B,20.23,35.66,-0.0246,1915104,0.65,1.58,55.34,-,4.90%,8.10%,5.80%,0.14,154.56M,150.98M,0.001,-0.0991,0.905,-0.0146,0.0167,1.82,-0.0611,-0.0491,-0.0174,0.0354,0.2596,0.0232,0.0257,0.0165,1.8,0.87,0.66,-0.0492,-0.0323,0.0108,-0.0814,0.3067,32.98,35.66
385,PX,Praxair Inc.,Basic Materials,Chemicals - Major Diversified,USA,42.60B,26.23,147.5,-0.0027,1011796,3.83,6.75,70.19,0.0214,8.20%,28.70%,11.60%,1.48,288.84M,285.38M,0.0023,0,0.877,-0.0017,0.0135,3.33,-0.0043,0.0362,0.1327,0.1426,0.2844,0.2586,0.0128,0.0128,-,1,2.04,0.0275,0.0626,0.1431,-0.0161,0.289,65.84,147.5
386,PXD,Pioneer Natural Resources Company,Basic Materials,Independent Oil & Gas,USA,25.55B,150.44,150.29,0.0168,2131321,5.23,2.41,11.62,0.0005,1.00%,1.60%,-1.60%,0.26,170.00M,168.65M,0.003,-0.0168,0.938,0.002,0.0373,3.1,0.0338,-0.0058,0.1593,-0.1286,-0.1321,-0.1654,0.0358,0.0242,1.8,0.96,3.97,0.0266,0.0626,-0.0798,-0.2479,0.1979,59.46,150.29
387,PYPL,PayPal Holdings Inc.,Financial,Credit Services,USA,88.56B,57.11,73.39,0.0158,6720701,7.18,5.72,18,-,4.50%,10.50%,9.20%,0,1.21B,1.13B,0.001,-0.1805,0.848,-0.003,0.0232,3.47,0.0328,0.115,0.231,0.4926,0.7817,0.8594,0.0173,0.018,1.9,-,1.31,0.0599,0.1235,0.3831,0.0055,0.9283,75.04,73.39
388,Q,Quintiles IMS Holdings Inc.,Healthcare,Medical Laboratories & Research,USA,22.77B,369.93,108.02,0.0067,1059100,2.4,3.12,24.09,-,0.50%,1.40%,1.70%,1.19,210.79M,144.82M,0.048,-0.7982,0.89,-0.0648,0.0434,2.99,0.0033,0.1299,0.1846,0.2915,0.4959,0.4204,0.0156,0.0174,2.2,0.63,1.72,0.0597,0.1004,0.2352,-0.009,0.5024,74.3,108.02
389,QCOM,QUALCOMM Incorporated,Technology,Communication Equipment,USA,91.36B,23.66,61.81,0.1271,78771128,4.05,2.92,4.38,0.0369,6.90%,12.40%,11.90%,0.7,1.48B,1.47B,0.0012,-0.0323,0.784,-0.0032,0.0158,2.87,0.1327,0.1807,0.1729,0.1316,-0.0768,-0.052,0.0718,0.0291,2.4,1.28,1.94,0.1615,0.1831,0.1304,-0.12,0.2635,75.72,61.81
390,QRVO,Qorvo Inc.,Technology,Semiconductor - Broad Line,USA,9.37B,-,73.84,-0.0062,2871295,3.15,1.91,-,-,-0.60%,-0.80%,0.80%,0.2,126.96M,126.70M,0.006,-0.2274,0.966,0.0005,0.0543,6.32,0.0016,0.0298,0.0733,0.1248,0.3014,0.4003,0.0376,0.0238,2.6,1.01,1.89,0.0182,0.0236,0.0588,-0.0693,0.5294,54.51,73.84
391,RCL,Royal Caribbean Cruises Ltd.,Services,Resorts & Casinos,USA,26.25B,17.08,123.18,0.0007,840372,3.03,2.74,201.17,0.0195,6.90%,16.70%,8.10%,0.79,213.12M,171.45M,0.006,-0.273,0.746,-0.0026,0.0277,2.73,-0.0083,-0.0039,0.046,0.1409,0.6189,0.5015,0.0245,0.0186,1.7,1.08,2.54,-0.0043,0.0162,0.1306,-0.0383,0.6391,52.52,123.18
392,RE,Everest Re Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,9.28B,7.82,227.84,0.0018,500660,1.51,1.08,19.77,0.0219,5.40%,14.40%,11.90%,0.07,40.72M,30.72M,0.001,0,0.991,0.0103,0.052,3.07,-0.0384,0.0048,-0.1421,-0.0745,0.1073,0.0529,0.0281,0.0226,2.9,0.66,5.23,-0.0227,-0.0223,-0.0612,-0.178,0.1124,46.5,227.84
393,REG,Regency Centers Corporation,Financial,REIT - Retail,USA,10.88B,105.78,64.1,-0.0181,1302643,14.13,1.65,111.81,0.0331,1.00%,1.70%,4.90%,0.53,169.72M,149.58M,0.003,-0.6773,0.928,-0.0001,0.038,6.44,0.0253,0.0158,-0.0396,0.0424,-0.0776,-0.0703,0.0208,0.0164,2.2,0.56,1.18,0.01,0.0082,-0.0117,-0.1103,0.0933,53.29,64.1
394,REGN,Regeneron Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,44.49B,41,408.41,0.0276,896421,8.5,7.84,35.09,-,15.50%,23.90%,18.20%,0.13,108.94M,79.18M,0.004,-0.2423,0.719,0.0016,0.0305,3.12,-0.002,-0.1187,-0.1312,-0.0354,0.2155,0.1126,0.0245,0.0216,2.3,1.58,10.38,-0.0563,-0.0885,-0.0568,-0.2486,0.2553,32.63,408.41
395,RF,Regions Financial Corporation,Financial,Regional - Southeast Banks,USA,19.00B,16.66,15.81,0.0064,12768774,4.84,1.18,4.41,0.0228,0.90%,7.00%,14.10%,0.22,1.20B,1.18B,0.001,-0.1405,0.787,0.0048,0.0238,2.27,0.0057,0.0354,0.0632,0.1017,0.5115,0.101,0.0176,0.0179,2.9,1.3,0.28,0.0367,0.0775,0.09,-0.0137,0.532,70.16,15.81
396,RHI,Robert Half International Inc.,Services,Staffing & Outsourcing Services,USA,6.66B,20.48,52.34,0.0095,925518,1.28,5.91,22.35,0.0183,18.60%,31.00%,31.50%,0,127.19M,121.82M,0.002,0,0.881,0.0061,0.0365,4.73,-0.0095,0.0229,0.1931,0.1073,0.3946,0.073,0.0226,0.021,2.8,1.28,1.17,0.0297,0.0765,0.1038,-0.0217,0.4108,62.37,52.34
397,RHT,Red Hat Inc.,Technology,Application Software,USA,21.44B,72.97,121.64,0.0054,866135,8.11,15.4,12.92,-,6.80%,23.30%,13.30%,0.54,176.24M,176.04M,0.005,-0.1782,0.979,0.0052,0.0242,2.63,0.0072,0.053,0.2302,0.3791,0.6275,0.7452,0.0105,0.0127,2.1,1.18,1.53,0.01,0.0765,0.2814,-0.0107,0.7747,72.16,121.64
398,RL,Ralph Lauren Corporation,Consumer Goods,Textile - Apparel Clothing,USA,7.38B,-,90.67,-0.0116,1587960,1.14,2.2,4.7,0.0221,-0.30%,-0.50%,-2.10%,0.26,81.41M,54.61M,0.011,0,0.988,-0.002,0.1042,4.08,-0.0046,0.0139,0.1602,0.1044,-0.0714,0.0039,0.0404,0.0267,3,0.64,2.42,0.0252,0.0204,0.1266,-0.2046,0.3725,55.42,90.67
399,RMD,ResMed Inc.,Healthcare,Medical Appliances & Equipment,USA,11.77B,33.68,83.12,0.0031,1129025,5.54,6.01,14.32,0.0168,9.90%,18.30%,11.40%,0.55,141.64M,140.67M,0.009,-0.184,0.636,0,0.0609,13.93,-0.0154,0.0753,0.1075,0.2125,0.4496,0.3396,0.0214,0.0189,3,0.77,1.86,0.0454,0.0606,0.127,-0.0534,0.4688,60.36,83.12
400,ROK,Rockwell Automation Inc.,Industrial Goods,Diversified Machinery,USA,25.36B,31.97,198.38,-0.0042,743934,4.1,11.7,9.7,0.0153,11.30%,38.30%,18.50%,0.85,127.85M,127.70M,0.002,-0.4134,0.77,0.0016,0.0149,3.07,0.0509,0.087,0.1964,0.2706,0.6888,0.476,0.0332,0.0153,3,1.21,3.81,0.0559,0.1154,0.221,-0.0586,0.6921,70.76,198.38
401,ROP,Roper Technologies Inc.,Industrial Goods,Diversified Machinery,USA,26.37B,38.66,258.06,0.0054,364233,6.31,4.25,39.76,0.0054,5.20%,11.60%,6.40%,0.91,102.20M,100.12M,0.004,-0.0406,0.976,-0.0009,0.0185,5.5,0.0019,0.028,0.0913,0.1683,0.5148,0.4095,0.0193,0.0123,1.8,1.05,3.28,0.0169,0.0558,0.1467,-0.0115,0.5232,70.3,258.06
402,ROST,Ross Stores Inc.,Services,Apparel Stores,USA,24.90B,21.14,64.13,-0.0036,1645382,1.87,8.65,21.64,0.01,21.80%,42.90%,36.10%,0.14,388.31M,377.73M,0.005,-0.0191,0.936,0.0012,0.035,4.29,0.0049,-0.0214,0.1576,-0.0077,0.0465,-0.0224,0.0159,0.0144,2.1,1.12,0.96,0.0024,0.0295,0.0306,-0.0814,0.2134,58.14,64.13
403,RRC,Range Resources Corporation,Basic Materials,Independent Oil & Gas,USA,4.41B,-,18.13,0.0145,5417986,1.96,0.8,8828.22,0.0044,2.40%,5.00%,-0.90%,0.72,243.47M,243.47M,0.011,-0.0024,-,0.0474,0.1349,4.75,0.0039,-0.119,0.045,-0.2978,-0.4327,-0.4724,0.0321,0.032,2.1,0.94,0.63,-0.0397,-0.0338,-0.2407,-0.5426,0.1335,44.23,18.13
404,RSG,Republic Services Inc.,Industrial Goods,Waste Management,USA,21.52B,32.79,63.9,-0.0139,2170110,2.22,2.82,597.66,0.0216,3.20%,8.70%,6.40%,1.02,336.71M,336.31M,0.001,-0.1137,0.96,0.001,0.0103,3.34,-0.0226,0.0031,-0.0124,0.0116,0.2522,0.1201,0.0161,0.0112,2.5,0.64,0.85,-0.0013,-0.0169,0.0104,-0.0488,0.2556,45.78,63.9
405,RTN,Raytheon Company,Industrial Goods,Aerospace/Defense Products & Services,USA,54.08B,25.5,184.71,0.0037,1606393,2.2,4.95,23.4,0.0173,7.20%,20.60%,15.40%,0,292.79M,289.75M,0.002,-0.0387,0.758,0.003,0.0105,2.2,0.0246,-0.0132,0.0645,0.1572,0.377,0.3008,0.0137,0.0125,1.7,0.58,2.41,-0.0073,0.0023,0.1153,-0.0291,0.3899,50.18,184.71
406,SBAC,SBA Communications Corporation,Technology,Diversified Communication Services,USA,18.58B,508.32,154.53,-0.0101,715420,11.07,-,-,-,0.50%,-1.90%,4.80%,-,120.22M,118.83M,0.004,-0.2829,0.967,0.0226,0.0382,2.89,0.0532,0.0522,0.1076,0.1758,0.4316,0.4965,0.0417,0.02,2.2,0.74,3.25,0.0334,0.0403,0.1744,-0.029,0.6154,59.51,154.53
407,SBUX,Starbucks Corporation,Services,Specialty Eateries,USA,80.95B,28.4,56.03,0.0211,28757792,3.61,13.87,26.93,0.0178,20.30%,50.10%,29.50%,0.67,1.44B,1.40B,0.001,-0.1345,0.748,0.0026,0.0188,2.9,0.021,0.0262,0.0072,-0.0806,0.0823,0.0092,0.0206,0.0167,2,0.71,0.94,0.0187,0.0251,-0.0201,-0.1363,0.1021,62.52,56.03
408,SCG,SCANA Corporation,Utilities,Electric Utilities,USA,6.13B,13.2,41.67,-0.0081,2702909,1.42,1.02,67.31,0.0588,3.20%,10.20%,6.70%,1.33,147.00M,131.12M,0.0825,0,0.697,0.0069,0.0323,2.49,-0.1039,-0.1396,-0.3415,-0.3715,-0.4132,-0.4314,0.039,0.0251,3.3,0.27,1.37,-0.1252,-0.2148,-0.3414,-0.4443,0.0126,11.82,41.67
409,SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National,USA,60.61B,28.68,44.82,-0.0053,3627495,7.03,4.08,6.33,0.0071,0.90%,13.50%,1.00%,11.3,1.35B,1.18B,0.1157,-0.0111,0.807,-0.0001,0.023,4.38,-0.002,-0.008,0.0452,0.1091,0.4388,0.1355,0.0193,0.0202,2,1.73,0.89,0.003,0.0532,0.083,-0.0301,0.4621,58.74,44.82
410,SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,USA,8.41B,28.39,44.14,0.0057,1086676,1.51,25.08,34.63,0.0145,5.00%,71.70%,14.60%,13.09,190.63M,188.00M,0.004,0.0046,0.955,0.0031,0.0496,3.87,-0.0103,0.0011,0.0064,-0.0489,-0.0288,-0.0265,0.0142,0.0139,2.3,1.21,0.64,-0.0057,0.0075,-0.0164,-0.128,0.0708,49.37,44.14
411,SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,37.06B,33.66,397.11,0.0128,340488,2.69,13.47,178.27,0.0086,7.80%,47.50%,33.30%,3.99,93.33M,82.03M,0.002,-0.1153,0.765,0.0003,0.0233,3,-0.0005,0.0453,0.1876,0.1758,0.6442,0.4777,0.0124,0.0128,2,1.21,5.72,0.0226,0.0895,0.178,-0.0028,0.6458,71.3,397.11
412,SIG,Signet Jewelers Limited,Services,Jewelry Stores,Bermuda,4.17B,10.61,65.39,-0.0151,1985411,0.67,1.92,35.03,0.019,7.10%,19.40%,15.20%,0.76,63.80M,60.04M,0.007,0.0047,-,0.0046,0.2249,8.01,-0.0205,-0.0334,0.0552,0.0144,-0.1905,-0.3063,0.0335,0.0338,2.4,1.04,2.17,0.014,0.0031,0.0138,-0.3555,0.4187,51.08,65.39
413,SJM,The J. M. Smucker Company,Consumer Goods,Processed & Packaged Goods,USA,11.66B,21.5,102.22,-0.0088,813697,1.59,1.66,57.49,0.0305,3.50%,7.80%,6.10%,0.75,114.06M,108.62M,0.014,-0.003,0.759,-0.0024,0.0586,5.31,-0.0144,-0.032,-0.166,-0.1903,-0.215,-0.2018,0.0199,0.0162,2.9,0.62,1.84,-0.0202,-0.0311,-0.1665,-0.2886,0.0039,42.19,102.22
414,SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,USA,88.06B,163.03,63.58,0.0052,10035017,2.99,2.23,17.78,0.0315,0.70%,1.40%,-1.50%,0.43,1.39B,1.38B,0.001,-0.024,0.812,-0.0008,0.0144,2.85,0.0005,-0.0768,-0.0446,-0.1196,-0.1897,-0.2426,0.0151,0.0162,2.1,1.05,1.08,-0.0252,-0.0386,-0.1108,-0.2762,0.0355,39.36,63.58
415,SLG,SL Green Realty Corp.,Financial,REIT - Retail,USA,9.36B,93.5,94.15,-0.0109,764009,6.14,1.4,34.53,0.0329,1.40%,3.20%,2.30%,0.96,99.39M,97.99M,0.0034,-0.0176,0.95,0.0038,0.0384,4.32,-0.0138,-0.0979,-0.0796,-0.1011,-0.0008,-0.1246,0.0156,0.0157,2.4,1.2,1.62,-0.0544,-0.05,-0.0951,-0.1837,0.0027,31.97,94.15
416,SNA,Snap-on Incorporated,Industrial Goods,Small Tools & Accessories,USA,9.08B,16.26,158.22,-0.0018,462039,2.32,3.1,75.27,0.0179,19.60%,35.00%,16.80%,0.41,57.37M,56.41M,0.002,-0.1366,0.981,0.0136,0.1427,12.35,-0.0015,0.0648,0.0211,-0.072,0.0358,-0.0762,0.0122,0.0161,-,1.12,2.48,0.0165,0.0495,-0.013,-0.1294,0.1235,61.8,158.22
417,SNI,Scripps Networks Interactive Inc.,Services,Broadcasting - TV,USA,10.36B,16.45,79.61,-0.0168,1855831,2.98,4.12,78.73,0.0151,9.90%,29.40%,14.10%,0,130.15M,86.91M,0.061,-0.0678,0.999,-0.0642,0.0413,2.61,-0.0456,-0.0751,-0.0918,0.1211,0.2297,0.1155,0.0192,0.0105,2.9,1.49,0.92,-0.0511,-0.0636,0.0245,-0.0999,0.2551,17.94,79.61
418,SNPS,Synopsys Inc.,Technology,Semiconductor Equipment & Materials,USA,13.00B,40.83,86.92,-0.0003,801064,4.88,3.81,9.98,-,6.10%,9.90%,7.50%,0.13,149.59M,149.06M,0.002,-0.5113,0.931,0.0003,0.015,2.74,-0.0031,0.0591,0.1266,0.1778,0.5055,0.4767,0.0119,0.0118,1.8,0.99,1.02,0.0266,0.0616,0.1616,-0.0063,0.5513,69.73,86.92
419,SO,The Southern Company,Utilities,Electric Utilities,USA,52.38B,79.94,52.44,-0.0152,4842501,2.31,2.24,36.55,0.0442,0.60%,2.60%,5.10%,2.15,998.90M,994.71M,0.0004,-0.5156,0.545,-0.0051,0.0219,4.96,0.0067,0.0624,0.0702,0.0482,0.0407,0.0661,0.0136,0.0108,2.9,0.17,0.6,0.0183,0.0467,0.0578,-0.0156,0.1351,62.62,52.44
420,SPG,Simon Property Group Inc.,Financial,REIT - Retail,USA,50.37B,27.59,155,-0.0274,2114650,9.17,13.11,103.08,0.0465,5.60%,42.40%,9.80%,6.36,324.94M,308.72M,0.0069,0,-,0.0015,0.0509,10.58,-0.0106,-0.0388,-0.0683,-0.0481,-0.1357,-0.1276,0.0189,0.0185,1.9,0.62,3.21,-0.0461,-0.036,-0.0627,-0.181,0.0323,38.2,155
421,SPGI,S&P Global Inc.,Services,Business Services,USA,41.50B,23.31,158.69,0.0205,1755455,7.06,48.38,-,0.0103,20.30%,214.90%,57.20%,0,261.50M,254.45M,0.001,-0.0018,0.881,-0.0021,0.0076,1.88,-0.0214,-0.0022,0.0513,0.1595,0.2954,0.4756,0.0227,0.0143,2.1,1.53,2.48,-0.0087,0.0127,0.113,-0.045,0.4802,50.76,158.69
422,SRCL,Stericycle Inc.,Industrial Goods,Waste Management,USA,5.81B,-,67.32,-0.0088,789721,1.61,2.09,-,-,-0.30%,-0.70%,5.40%,1.04,86.28M,84.16M,0.009,-0.0248,0.986,0.0036,0.0631,6.96,-0.0518,-0.0603,-0.1442,-0.2149,-0.0784,-0.1262,0.0215,0.0168,2.5,0.19,1.23,-0.0519,-0.0542,-0.1343,-0.235,-0.0021,30.39,67.32
423,SRE,Sempra Energy,Utilities,Diversified Utilities,USA,29.92B,17.58,118.98,0.0099,1271352,2.72,2.24,134.16,0.0277,3.60%,13.10%,3.90%,1.36,251.45M,250.77M,0.001,-0.0838,0.86,0.0052,0.0301,6.72,0.0289,0.0621,0.0159,0.0629,0.1783,0.1822,0.0161,0.0125,1.8,0.63,1.52,0.0356,0.024,0.0566,-0.0099,0.28,64.61,118.98
424,STI,SunTrust Banks Inc.,Financial,Money Center Banks,USA,28.98B,15.47,60.4,-0.004,1744937,4.65,1.3,2.06,0.0265,0.90%,8.10%,11.60%,0.47,479.86M,475.18M,0.0031,-0.0011,0.837,0.0027,0.0199,3.24,-0.0036,-0.004,0.0403,0.0385,0.3449,0.1012,0.012,0.0134,2.4,1.3,0.86,0.0058,0.0442,0.0604,-0.0209,0.3576,62.82,60.4
425,STT,State Street Corporation,Financial,Asset Management,USA,35.06B,16.01,92.53,0.0002,1078880,13.03,1.84,0.36,0.0182,0.90%,11.30%,5.90%,0.9,378.87M,349.46M,0.007,-0.0195,0.931,0.0042,0.0122,2.4,-0.0105,-0.0649,-0.0203,0.1096,0.3153,0.1906,0.0115,0.0151,2.6,1.38,1.52,-0.0406,-0.0281,0.0656,-0.0746,0.327,39.59,92.53
426,STX,Seagate Technology plc,Technology,Data Storage Devices,Ireland,10.82B,13.74,36.33,-0.012,2280049,1.02,7.8,4.26,0.0694,8.10%,48.40%,15.80%,0,297.82M,282.08M,0.002,-0.1351,0.976,0.0182,0.1495,8.02,-0.0154,0.0654,0.0851,-0.1526,0.0982,-0.0482,0.0243,0.028,3.1,1.68,1.1,0.0181,0.0739,-0.0961,-0.2871,0.1873,55.64,36.33
427,STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,USA,42.23B,27.62,215.91,0.0074,853189,5.66,5.32,316.53,0.0096,9.40%,24.10%,11.40%,1.13,195.57M,169.82M,0.005,-0.1433,0.871,0.0016,0.0285,4.06,0.0189,0.0318,0.1074,0.2027,0.3488,0.4083,0.0159,0.0126,2.1,0.09,3.01,0.0204,0.051,0.1805,-0.0166,0.4994,63.79,215.91
428,SWK,Stanley Black & Decker Inc.,Industrial Goods,Machine Tools & Accessories,USA,25.01B,20.6,163.13,0.0082,866164,2.04,3.36,51.76,0.0154,6.50%,17.50%,11.10%,0.54,153.34M,152.15M,0.001,-0.4259,0.871,-0.0002,0.0119,1.94,-0.0096,0.0448,0.1478,0.1765,0.4301,0.4224,0.0133,0.0125,2.2,1.03,2.35,0.0215,0.071,0.1705,-0.0214,0.4388,63.81,163.13
429,SWKS,Skyworks Solutions Inc.,Technology,Semiconductor - Integrated Circuits,USA,20.85B,21.75,113.19,0.0128,2721081,5.95,5.35,14.44,0.0113,23.80%,26.20%,25.80%,0,184.20M,183.11M,0.003,-0.1499,0.839,0.006,0.0465,5.52,0.0489,0.09,0.0832,0.1205,0.5159,0.5161,0.033,0.021,2,0.88,2.44,0.0587,0.0757,0.1159,-0.014,0.5798,65.45,113.19
430,SWN,Southwestern Energy Company,Basic Materials,Independent Oil & Gas,USA,2.83B,-,5.85,0.0281,15257940,0.95,1.77,2.86,-,4.30%,23.00%,-39.80%,2.69,483.90M,483.90M,0.003,0,0.917,0.004,0.0895,2.77,0.0754,-0.0472,0.125,-0.1931,-0.379,-0.4593,0.0455,0.0411,2.7,1.2,0.24,0.0549,0.0258,-0.13,-0.5447,0.1939,57.53,5.85
431,SYF,Synchrony Financial,Financial,Credit Services,USA,26.28B,12.61,33.11,-0.0033,4242501,1.64,1.81,1.89,0.0181,2.30%,14.80%,23.90%,1.38,793.65M,792.18M,0.002,-0.0006,0.949,0.0008,0.0122,1.56,0.0052,0.0458,0.0891,0.1667,0.177,-0.0871,0.0162,0.0197,2.1,-,0.66,0.0332,0.0736,0.0504,-0.1299,0.273,64.34,33.11
432,SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment,USA,54.43B,34.85,156.18,0.0075,1165204,4.55,5.82,14.53,0.0109,8.20%,17.50%,11.50%,0.73,348.49M,318.83M,0.002,-0.0544,0.758,-0.0014,0.0205,5.48,-0.0223,0.0531,0.0644,0.1582,0.3505,0.3036,0.0165,0.0144,2.1,0.79,2.5,0.0406,0.0749,0.1301,-0.0276,0.4668,65.59,156.18
433,SYMC,Symantec Corporation,Technology,Security Software & Services,USA,18.23B,-,29.88,0.0168,10995542,4.23,5.37,-,0.01,-2.20%,-10.20%,-0.60%,1.83,610.13M,608.31M,0.005,-0.3756,-,0.1122,0.0359,3.39,-0.069,-0.1135,0.0348,-0.0794,0.1739,0.2505,0.0342,0.0211,2.6,1.17,0.88,-0.0699,-0.0681,-0.0133,-0.1265,0.3126,35.37,29.88
434,SYY,Sysco Corporation,Services,Food Wholesale,USA,29.65B,27.21,56.66,0.0147,4321703,0.54,12.7,34.1,0.0233,6.40%,44.80%,13.50%,3.44,523.34M,516.24M,0.002,-0.3034,0.829,-0.0054,0.0338,7.15,0.0339,0.0437,0.0796,0.0321,0.1841,0.0233,0.015,0.0109,2.5,0.52,0.63,0.0355,0.0513,0.0713,-0.0072,0.1906,75.51,56.66
435,T,AT&T Inc.,Technology,Telecom Services - Domestic,USA,205.29B,16.01,33.3,0.0039,40226204,1.28,1.65,8.01,0.0589,3.10%,10.20%,7.20%,1.15,6.17B,6.14B,0.0008,0.0062,0.569,0.001,0.0309,6.69,-0.0197,-0.1572,-0.1355,-0.1366,-0.0909,-0.217,0.0237,0.0193,2.6,0.43,0.69,-0.0615,-0.097,-0.144,-0.2261,0.0112,29.48,33.3
436,TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,USA,17.60B,7.96,79.76,0.0086,1290328,2,1.42,35.01,0.0206,7.80%,19.20%,9.60%,0.98,220.72M,172.28M,0.003,-0.0253,0.901,0.01,0.028,3.22,0.017,-0.0403,-0.1123,-0.1509,-0.2258,-0.1804,0.0241,0.0166,2.4,0.84,1.47,-0.03,-0.0573,-0.1251,-0.25,0.0213,38.29,79.76
437,TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services,USA,15.51B,29.09,282.52,-0.0001,409090,4.47,-,15.98,-,5.20%,-33.40%,11.40%,-,54.89M,51.52M,0.003,-0.2365,0.5119,0.0016,0.1474,17.01,0.0181,0.0532,0.0793,0.2035,0.1519,0.2329,0.013,0.014,2.2,0.48,3.98,0.0465,0.0782,0.1742,-0.0039,0.5067,76.34,282.52
438,TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,Switzerland,32.92B,19.76,92.73,0.0127,1222933,2.53,3.6,43.6,0.0173,9.40%,19.20%,21.40%,0.44,355.00M,352.64M,0.001,-0.7709,0.947,0.0029,0.0093,3.08,0.037,0.0773,0.1462,0.223,0.4858,0.3385,0.0199,0.012,2.2,1.05,1.21,0.0488,0.102,0.179,-0.0041,0.4904,83.24,92.73
439,TGT,Target Corporation,Services,Discount Variety Stores,USA,33.37B,11.99,59.36,-0.0072,3992367,0.48,2.94,14.56,0.0418,7.40%,25.20%,15.50%,1.1,562.09M,545.58M,0.001,-0.0129,0.862,0.0047,0.1058,8.71,-0.0149,0.0168,0.0256,0.036,-0.1096,-0.1782,0.0161,0.0206,3,0.63,1.18,-0.0112,0.0121,0.0401,-0.2517,0.2224,47.29,59.36
440,TIF,Tiffany & Co.,Services,Jewelry Stores,USA,11.53B,25.08,92.56,-0.0048,1867866,2.86,3.67,11.05,0.0216,8.90%,15.20%,11.90%,0.36,124.58M,123.56M,0.004,-0.8951,0.929,-0.0338,0.0352,2.78,-0.0158,-0.0168,0.0043,0.0127,0.2848,0.1954,0.0128,0.0149,2.2,1.97,1.4,-0.0134,0.0031,0.02,-0.0486,0.2881,44.19,92.56
